"id","recipe_num","product","ingredient","options","grams","included","weight_description"
4030,583,"Penne with Cabbage and Walnuts","Savoy Cabbage",,500,"yes",
4031,583,"Penne with Cabbage and Walnuts","Green Chilli",,100,"yes","2 to 3 chillies"
4032,583,"Penne with Cabbage and Walnuts","Garlic",,18,"yes","6 large cloves"
4033,583,"Penne with Cabbage and Walnuts","Walnuts",,30,"yes","Around 12"
4034,583,"Penne with Cabbage and Walnuts","Lemon Juice",,30,"yes","1/2 to 1 lemon"
4035,583,"Penne with Cabbage and Walnuts","Lemon Zest",,4,"yes","1/2 to 1 lemon"
4036,584,"Smoky Cod, Broccoli and Orzo Bake","Olive Oil",,6.75,"yes","1/2 tbsp"
4037,584,"Smoky Cod, Broccoli and Orzo Bake","Onions Red",,170,"yes","1 onion"
4038,584,"Smoky Cod, Broccoli and Orzo Bake","Smoked Paprika",,2.3,"yes","1 tsp"
4039,584,"Smoky Cod, Broccoli and Orzo Bake","Chipotle Paste",,10,"yes","1/2 to 1 tbsp"
4040,584,"Smoky Cod, Broccoli and Orzo Bake","Broccoli",,200,"yes",
4041,584,"Smoky Cod, Broccoli and Orzo Bake","Vegetable Stock",,400,"yes","400 ml"
4042,584,"Smoky Cod, Broccoli and Orzo Bake","Ozro",,150,"yes",
4043,584,"Smoky Cod, Broccoli and Orzo Bake","Dill Fresh",,5,"yes","1/2 small bunch"
4044,584,"Smoky Cod, Broccoli and Orzo Bake","Parsley",,5,"yes","1/2 small bunch"
4045,584,"Smoky Cod, Broccoli and Orzo Bake","Frozen Peas",,50,"yes",
4046,584,"Smoky Cod, Broccoli and Orzo Bake","Cod",,260,"yes","2 fillets"
4047,584,"Smoky Cod, Broccoli and Orzo Bake","Greek Yoghurt Fat Free",,70,"yes","4 tbsp"
4048,585,"Healthy Pesto Eggs on Toast","Rye Sourdough",,70,"yes","2 to 4 slices"
4049,585,"Healthy Pesto Eggs on Toast","Egg",,100,"yes","2 eggs"
4050,585,"Healthy Pesto Eggs on Toast","Tomato",,170,"yes",
4051,585,"Healthy Pesto Eggs on Toast","Baby Spinach",,160,"yes",
4052,585,"Healthy Pesto Eggs on Toast","Chilli Flakes",,0.3,"yes","a pinch"
4053,585,"Healthy Pesto Eggs on Toast","Classic Pesto",,60,"yes",
4054,586,"Chicken, Leek and Brown Rice Stir-Fry","Olive Oil",,13.5,"yes","1 tbsp"
4055,586,"Chicken, Leek and Brown Rice Stir-Fry","Chicken Breast",,250,"yes",
4056,586,"Chicken, Leek and Brown Rice Stir-Fry","Chorizo",,100,"yes",
4057,586,"Chicken, Leek and Brown Rice Stir-Fry","Leeks",,322,"yes","1 leek"
4058,586,"Chicken, Leek and Brown Rice Stir-Fry","Red Capsicum",,260,"yes","1 pepper"
4059,586,"Chicken, Leek and Brown Rice Stir-Fry","Kale",,80,"yes",
4060,586,"Chicken, Leek and Brown Rice Stir-Fry","Low Salt Soy Sauce",,15.94,"yes","1 tbsp"
4061,586,"Chicken, Leek and Brown Rice Stir-Fry","Red Wine Vinegar",,15,"yes","1 tbsp"
4062,586,"Chicken, Leek and Brown Rice Stir-Fry","Wholegrain Rice",,500,"yes",
4063,587,"Rajma Masala","Rajma",,184,"yes","1 cup"
4064,587,"Rajma Masala","Kasoori Methi",,4.5,"yes","1 tsp"
4065,587,"Rajma Masala","Coriander Fresh",,1,"yes","1 tbsp"
4066,587,"Rajma Masala","Onions Red",,40,"yes","1/4 cup"
4067,587,"Rajma Masala","Tomato Puree",,375,"yes","1 1/2 cups"
4068,587,"Rajma Masala","Ginger Garlic Paste",,6.33,"yes","1 tsp"
4069,587,"Rajma Masala","Turmeric Powder",,0.57,"yes","1/4 tsp"
4070,587,"Rajma Masala","Chilli Powder",,3,"yes","1 heaped tsp"
4071,587,"Rajma Masala","Coriander Powder",,0.6,"yes","1 tsp"
4072,587,"Rajma Masala","Garam Masala",,2,"yes","1 tsp"
4073,587,"Rajma Masala","Olive Oil",,13.5,"yes","2 tbsp"
4074,587,"Rajma Masala","Cumin Seeds",,2,"yes","1 tsp"
4075,587,"Rajma Masala","Salt",,3,"yes","to taste"
4076,588,"Fridge-raid Fried Rice","Vegetable Oil",,27.26,"yes","2 tbsp"
4077,588,"Fridge-raid Fried Rice","Onions Red",,170,"yes","1 onion"
4078,588,"Fridge-raid Fried Rice","Carrot",,60,"yes","1 carrot"
4079,588,"Fridge-raid Fried Rice","Green Beans",,100,"yes",
4080,588,"Fridge-raid Fried Rice","Red Capsicum",,260,"yes","1 pepper"
4081,588,"Fridge-raid Fried Rice","Broccoli",,200,"yes","1/2 medium broccoli"
4082,588,"Fridge-raid Fried Rice","Chicken Breast Cooked",,150,"yes",
4083,588,"Fridge-raid Fried Rice","Brown Rice cooked in unsalted water",,300,"yes",
4084,588,"Fridge-raid Fried Rice","Egg",,100,"yes","2 eggs"
4085,588,"Fridge-raid Fried Rice","Sesame Oil",,13.63,"yes","1 tbsp"
4086,588,"Fridge-raid Fried Rice","Oyster Sauce",,18,"yes","1 tbsp"
4087,588,"Fridge-raid Fried Rice","Spring Onions",,16,"yes","1 spring onion"
4088,588,"Fridge-raid Fried Rice","Sesame Seeds",,3,"yes","1 tsp"
4089,589,"Healthy Beef Chow Mein","Hakka Noodles",,85,"yes","2 nests"
4090,589,"Healthy Beef Chow Mein","Rapeseed Oil",,9.33,"yes","2 tsp"
4091,589,"Healthy Beef Chow Mein","Sesame Oil","Can use instead of Rapeseed Oil",9.33,"no","2 tsp"
4092,589,"Healthy Beef Chow Mein","Beef",,200,"yes",
4093,589,"Healthy Beef Chow Mein","Onions Red",,100,"yes","1 small onion"
4094,589,"Healthy Beef Chow Mein","Ginger",,15,"yes",
4095,589,"Healthy Beef Chow Mein","Chestnut Mushrooms",,160,"yes",
4096,589,"Healthy Beef Chow Mein","Garlic",,6,"yes","2 cloves"
4097,589,"Healthy Beef Chow Mein","Bean Sprouts",,160,"yes",
4098,589,"Healthy Beef Chow Mein","Tamari",,9,"yes","1 1/2 tsp"
4099,589,"Healthy Beef Chow Mein","Rice Vinegar",,14.88,"yes","1 tbsp"
4100,589,"Healthy Beef Chow Mein","Spring Onions",,65,"yes","4 spring onions"
4101,590,"Chicken Parmigiana","Chicken Breast",,400,"yes",
4102,590,"Chicken Parmigiana","Egg",,100,"yes","2 eggs"
4103,590,"Chicken Parmigiana","Breadcrumbs",,75,"yes",
4104,590,"Chicken Parmigiana","Parmesan",,75,"yes",
4105,590,"Chicken Parmigiana","Olive Oil",,13.5,"yes","1 tbsp"
4106,590,"Chicken Parmigiana","Garlic",,6,"yes","2 cloves"
4107,590,"Chicken Parmigiana","Passata Paste",,300,"yes",
4108,590,"Chicken Parmigiana","Castor Sugar",,4.2,"yes","1 tsp"
4109,590,"Chicken Parmigiana","Dried Oregano",,1,"yes","1 tsp"
4110,590,"Chicken Parmigiana","Mozzarella",,62.5,"yes",
4111,591,"Lentil and Tuna Salad","Sherry Vinegar",,30,"yes","2 tbsp"
4112,591,"Lentil and Tuna Salad","Dijon Mustard",,5,"yes","1 tsp"
4113,591,"Lentil and Tuna Salad","Garlic",,6,"yes","2 cloves"
4114,591,"Lentil and Tuna Salad","Olive Oil",,45,"yes",
4115,591,"Lentil and Tuna Salad","Lentil Sprouts",,500,"yes",
4116,591,"Lentil and Tuna Salad","Tuna Canned in Water",,320,"yes",
4117,591,"Lentil and Tuna Salad","Cherry Tomatoes",,160,"yes","around 10"
4118,591,"Lentil and Tuna Salad","Red Capsicum",,500,"yes","2 peppers"
4119,591,"Lentil and Tuna Salad","Parsley",,10,"yes","handful"
4120,591,"Lentil and Tuna Salad","Chives",,3,"yes","1/2 small bunch"
4121,592,"Burrito Bowl with Chipotle Black Beans","Basmati Rice",,125,"yes",
4122,592,"Burrito Bowl with Chipotle Black Beans","Olive Oil",,13.5,"yes","1 tbsp"
4123,592,"Burrito Bowl with Chipotle Black Beans","Garlic",,6,"yes","2 cloves"
4124,592,"Burrito Bowl with Chipotle Black Beans","Black Beans",,240,"yes",
4125,592,"Burrito Bowl with Chipotle Black Beans","Cider Vinegar",,14.94,"yes","1 tbsp"
4126,592,"Burrito Bowl with Chipotle Black Beans","Honey",,7.6,"yes","1 tsp"
4127,592,"Burrito Bowl with Chipotle Black Beans","Kale",,100,"yes",
4128,592,"Burrito Bowl with Chipotle Black Beans","Chipotle Paste",,15,"yes","1 tbsp"
4129,592,"Burrito Bowl with Chipotle Black Beans","Avocado Hass",,150,"yes","1 avocado"
4130,592,"Burrito Bowl with Chipotle Black Beans","Tomato",,150,"yes","1 medium tomato"
4131,592,"Burrito Bowl with Chipotle Black Beans","Onions Red",,150,"yes","1 small onion"
4132,593,"Gingery Broccoli-Fry with Cashews","Broccoli",,320,"yes",
4133,593,"Gingery Broccoli-Fry with Cashews","Cashews",,40,"yes",
4134,593,"Gingery Broccoli-Fry with Cashews","Sesame Oil",,13.63,"yes","1 tbsp"
4135,593,"Gingery Broccoli-Fry with Cashews","Ginger",,15,"yes",
4136,593,"Gingery Broccoli-Fry with Cashews","Onions Red",,130,"yes","1 small onion"
4137,593,"Gingery Broccoli-Fry with Cashews","Red Capsicum",,260,"yes","1 pepper"
4138,593,"Gingery Broccoli-Fry with Cashews","Carrot",,160,"yes","1 large carrot"
4139,593,"Gingery Broccoli-Fry with Cashews","Garlic",,6,"yes","2 cloves"
4140,593,"Gingery Broccoli-Fry with Cashews","Red Chilli",,45,"yes","1 chilli"
4141,593,"Gingery Broccoli-Fry with Cashews","Tamari",,18,"yes","1 tbsp"
4142,593,"Gingery Broccoli-Fry with Cashews","Lime Juice",,30,"yes","1 lime"
4143,593,"Gingery Broccoli-Fry with Cashews","Lime Zest",,4,"yes","1 lime"
4144,593,"Gingery Broccoli-Fry with Cashews","Coriander Fresh",,7,"yes",
4145,593,"Gingery Broccoli-Fry with Cashews","Egg",,100,"yes","2 eggs"
4146,594,"Smoky Beans on Toast","Olive Oil",,6.75,"yes","1/2 tbsp"
4147,594,"Smoky Beans on Toast","Onions Red",,70,"yes","1/2 small onion"
4148,594,"Smoky Beans on Toast","Red Capsicum",,200,"yes","1/2 small pepper"
4149,594,"Smoky Beans on Toast","Garlic",,3,"yes","1 clove"
4150,594,"Smoky Beans on Toast","Tomato",,200,"yes",
4151,594,"Smoky Beans on Toast","Smoked Paprika",,1.15,"yes","1/2 tsp"
4152,594,"Smoky Beans on Toast","Red Wine Vinegar",,10,"yes","2 tsp"
4153,594,"Smoky Beans on Toast","Butter Beans Cooked",,200,"yes",
4154,594,"Smoky Beans on Toast","Chickpeas","Can use instead of Butter Beans Cooked",200,"no",
4155,594,"Smoky Beans on Toast","Sugar",,1.04,"yes","1/4 tsp"
4156,594,"Smoky Beans on Toast","Wheat Bread",,42,"yes","1 slice"
4157,594,"Smoky Beans on Toast","Parsley",,3.5,"yes","1 few sprigs"
4158,595,"Pomegranate Chicken with Almond Couscous","Vegetable Oil",,13.63,"yes","1 tbsp"
4159,595,"Pomegranate Chicken with Almond Couscous","Couscous",,200,"yes",
4160,595,"Pomegranate Chicken with Almond Couscous","Chicken Stock Cube",,10,"yes","1 cube"
4161,595,"Pomegranate Chicken with Almond Couscous","Red Onions",,180,"yes","1 large onion"
4162,595,"Pomegranate Chicken with Almond Couscous","Chicken Breast",,600,"yes",
4163,595,"Pomegranate Chicken with Almond Couscous","Harissa Paste",,28,"yes","2 tbsp"
4164,595,"Pomegranate Chicken with Almond Couscous","Pomegranate Juice",,190,"yes",
4165,595,"Pomegranate Chicken with Almond Couscous","Pomegranate Seeds",,100,"yes",
4166,595,"Pomegranate Chicken with Almond Couscous","Almond",,100,"yes",
4167,595,"Pomegranate Chicken with Almond Couscous","Mint Fresh",,10,"yes",
4168,596,"Tuna, Caper and Chilli Spaghetti","Spaghetti",,150,"yes",
4169,596,"Tuna, Caper and Chilli Spaghetti","Olive Oil",,13.5,"yes","1 tbsp"
4170,596,"Tuna, Caper and Chilli Spaghetti","Garlic",,3,"yes","1 clove"
4171,596,"Tuna, Caper and Chilli Spaghetti","Red Chilli",,45,"yes","1 chilli"
4172,596,"Tuna, Caper and Chilli Spaghetti","Capers",,8.6,"yes","1 tbsp"
4173,596,"Tuna, Caper and Chilli Spaghetti","Parsley",,5,"yes","small bunch"
4174,596,"Tuna, Caper and Chilli Spaghetti","Tuna Canned in Water",,140,"yes",
4175,596,"Tuna, Caper and Chilli Spaghetti","Rocket",,90,"yes",
4176,596,"Tuna, Caper and Chilli Spaghetti","Lemon Juice",,20,"yes","1/2 lemon"
4177,597,"Pulled Chicken Salad","Roast Chicken",,1000,"yes","1 small roasted chicken"
4178,597,"Pulled Chicken Salad","Red Cabbage",,400,"yes","1/2 cabbage"
4179,597,"Pulled Chicken Salad","Carrot",,200,"yes","3 carrots"
4180,597,"Pulled Chicken Salad","Spring Onions",,70,"yes","5 spring onions"
4181,597,"Pulled Chicken Salad","Red Chilli",,90,"yes","2 chillis"
4182,597,"Pulled Chicken Salad","Coriander Fresh",,2,"yes","small bunch"
4183,597,"Pulled Chicken Salad","Peanuts Roasted Salted",,20,"yes","2 heaped tbsp"
4184,597,"Pulled Chicken Salad","Hoisin Sauce",,40,"yes","3 1/2 tbsp"
4185,597,"Pulled Chicken Salad","Sesame Oil",,20.5,"yes","1 1/2 tbsp"
4186,598,"Salsa Verde Baked Eggs","Olive Oil",,67.5,"yes","5 tbsp"
4187,598,"Salsa Verde Baked Eggs","Smoked Paprika",,2.3,"yes","1 tsp"
4188,598,"Salsa Verde Baked Eggs","Cumin Seeds",,2,"yes","1 tsp"
4189,598,"Salsa Verde Baked Eggs","Cherry Tomatoes",,600,"yes",
4190,598,"Salsa Verde Baked Eggs","Garlic",,6,"yes","2 cloves"
4191,598,"Salsa Verde Baked Eggs","Parsley",,4,"yes","1 small bunch"
4192,598,"Salsa Verde Baked Eggs","Basil Fresh",,4,"yes","1 small bunch"
4193,598,"Salsa Verde Baked Eggs","Mint Fresh",,2,"yes","1/2 small bunch"
4194,598,"Salsa Verde Baked Eggs","Capers",,17.2,"yes","2 tbsp"
4195,598,"Salsa Verde Baked Eggs","Dijon Mustard",,5,"yes","1 tsp"
4196,598,"Salsa Verde Baked Eggs","White Wine Vinegar",,30,"yes","2 tbsp"
4197,598,"Salsa Verde Baked Eggs","Baby Spinach",,200,"yes",
4198,598,"Salsa Verde Baked Eggs","Egg",,200,"yes","4 eggs"
4199,598,"Salsa Verde Baked Eggs","Chilli Flakes",,0.9,"yes","1/2 tsp"
4200,599,"Healthy Salmon Pasta","Penne Wheat",,350,"yes",
4201,599,"Healthy Salmon Pasta","Salmon",,350,"yes","2 steaks"
4202,599,"Healthy Salmon Pasta","Olive Oil",,13.5,"yes","1 tbsp"
4203,599,"Healthy Salmon Pasta","Pine Nuts",,17.44,"yes","2 tbsp"
4204,599,"Healthy Salmon Pasta","Red Capsicum",,260,"yes","1 pepper"
4205,599,"Healthy Salmon Pasta","Mushrooms Button",,300,"yes",
4206,599,"Healthy Salmon Pasta","Basil Fresh",,2,"yes","handful"
4207,600,"Thai Prawn and Ginger Noodles","Rice Noodles",,100,"yes",
4208,600,"Thai Prawn and Ginger Noodles","Orange Juice",,80,"yes","1 small orange"
4209,600,"Thai Prawn and Ginger Noodles","Orange Zest",,7,"yes","1 small orange"
4210,600,"Thai Prawn and Ginger Noodles","Red Curry Paste",,8,"yes","1 1/2 to 2 tbsp"
4211,600,"Thai Prawn and Ginger Noodles","Fish Sauce",,10,"yes","1 to 2 tsp"
4212,600,"Thai Prawn and Ginger Noodles","Brown Sugar",,8,"yes","2 tsp"
4213,600,"Thai Prawn and Ginger Noodles","Sunflower Oil",,14.19,"yes","1 tbsp"
4214,600,"Thai Prawn and Ginger Noodles","Ginger",,25,"yes",
4215,600,"Thai Prawn and Ginger Noodles","Garlic",,6,"yes","2 large cloves"
4216,600,"Thai Prawn and Ginger Noodles","Red Capsicum",,260,"yes","1 pepper"
4217,600,"Thai Prawn and Ginger Noodles","Sugar Snap Peas",,85,"yes",
4218,600,"Thai Prawn and Ginger Noodles","Bean Sprouts",,140,"yes",
4219,600,"Thai Prawn and Ginger Noodles","Prawns",,175,"yes",
4220,600,"Thai Prawn and Ginger Noodles","Basil Fresh",,3,"yes","handful"
4221,600,"Thai Prawn and Ginger Noodles","Coriander Fresh",,2,"yes","handful"
4222,601,"Charred Broccoli, Lemon and Walnut Pasta","Broccoli",,400,"yes","1 head"
4223,601,"Charred Broccoli, Lemon and Walnut Pasta","Olive Oil",,40.5,"yes","3 tsp"
4224,601,"Charred Broccoli, Lemon and Walnut Pasta","Penne Wheat",,150,"yes",
4225,601,"Charred Broccoli, Lemon and Walnut Pasta","Garlic",,6,"yes","2 cloves"
4226,601,"Charred Broccoli, Lemon and Walnut Pasta","Walnuts",,6.5,"yes","1 tbsp"
4227,601,"Charred Broccoli, Lemon and Walnut Pasta","Chilli Flakes",,0.3,"yes","a pinch"
4228,601,"Charred Broccoli, Lemon and Walnut Pasta","Lemon Juice",,20,"yes","1/2 lemon"
4229,601,"Charred Broccoli, Lemon and Walnut Pasta","Lemon Zest",,3,"yes","1/2 lemon"
4230,602,"Dragon Potato","Potato",,800,"yes","3 medium"
4231,602,"Dragon Potato","Corn Flour",,28.14,"yes","3 tbsp"
4232,602,"Dragon Potato","Olive Oil",,13.5,"yes","1 tbsp"
4233,602,"Dragon Potato","Ginger",,6,"yes","1 tbsp"
4234,602,"Dragon Potato","Garlic",,15,"yes","1 tbsp"
4235,602,"Dragon Potato","Spring Onions",,10,"yes","3 tbsp"
4236,602,"Dragon Potato","Capsicum Green",,260,"yes","1 medium "
4237,602,"Dragon Potato","Schezwan Sauce",,22.5,"yes","1 1/2 tsp"
4238,602,"Dragon Potato","Chilli Sauce Hot",,15,"yes","1 tbsp"
4239,602,"Dragon Potato","Ketchup",,15,"yes","1 tbsp"
4240,602,"Dragon Potato","Vinegar",,9.6,"yes","2 tsp"
4241,602,"Dragon Potato","Soy Sauce",,5.31,"yes","1 tsp"
4242,602,"Dragon Potato","Salt",,3,"yes","to taste"
4243,602,"Dragon Potato","Pepper Black",,0.5,"yes","a pinch"
4244,603,"Beef Koftas Meatballs","Ground Beef",,900,"yes",
4245,603,"Beef Koftas Meatballs","Egg",,100,"yes","2 large eggs"
4246,603,"Beef Koftas Meatballs","Brown Onions",,110,"yes","1 onion"
4247,603,"Beef Koftas Meatballs","Garlic",,6,"yes","2 cloves"
4248,603,"Beef Koftas Meatballs","Parsley",,8,"yes","120 ml"
4249,603,"Beef Koftas Meatballs","Ground Cumin",,6.3,"yes","1 tbsp"
4250,603,"Beef Koftas Meatballs","Ground Coriander",,0.45,"yes","1 tbsp"
4251,603,"Beef Koftas Meatballs","Ground Cinnamon",,1.96,"yes","1/4 tbsp"
4252,603,"Beef Koftas Meatballs","Olive Oil",,13.5,"yes","1 tbsp"
4253,603,"Beef Koftas Meatballs","Salt",,12.16,"yes","2 tsp"
4254,603,"Beef Koftas Meatballs","Pepper Black",,2.13,"yes","1 tsp"
4255,604,"Kofta Sheet Pan with Spicy Veggies","Beef Koftas Meatballs",,1160.5,"yes",
4256,604,"Kofta Sheet Pan with Spicy Veggies","Cauliflower",,650,"yes",
4257,604,"Kofta Sheet Pan with Spicy Veggies","Green Capsicum",,280,"yes","2 capsicums"
4258,604,"Kofta Sheet Pan with Spicy Veggies","Vegetable Stock",,240,"yes","240 ml"
4259,604,"Kofta Sheet Pan with Spicy Veggies","Tomato",,400,"yes","400 ml"
4260,604,"Kofta Sheet Pan with Spicy Veggies","Garlic",,6,"yes","2 cloves"
4261,604,"Kofta Sheet Pan with Spicy Veggies","Chilli Flakes",,2.7,"yes","1/2 tbsp"
4262,604,"Kofta Sheet Pan with Spicy Veggies","Salt",,6.08,"yes","1 tsp"
4263,605,"Lemon Curd","Egg Yolk",,90,"yes","3 eggs"
4264,605,"Lemon Curd","Lemon Zest",,6,"yes","1 tbsp"
4265,605,"Lemon Curd","Lemon Juice",,30.5,"yes","2 tbsp"
4266,605,"Lemon Curd","Vanilla Extract",,4.2,"yes","1 tsp"
4267,605,"Lemon Curd","Butter Salted",,28,"yes",
4268,605,"Lemon Curd","Erythritol from Now Foods",,81,"yes",
4269,606,"Cottage Cheese & Strawberry Jam","Strawberries Frozen",,70,"yes",
4270,606,"Cottage Cheese & Strawberry Jam","Erythritol from Now Foods",,8,"yes","2 tsp"
4271,606,"Cottage Cheese & Strawberry Jam","Cottage Cheese",,70,"yes","80 ml"
4272,606,"Cottage Cheese & Strawberry Jam","Vanilla Extract",,2.1,"yes","1/2 tsp"
4273,607,"Easy Salad Dressing","Mayonnaise Homemade",,77.76,"yes","80 ml"
4274,607,"Easy Salad Dressing","Dijon Mustard",,2.5,"yes","1/2 tsp"
4275,607,"Easy Salad Dressing","Lemon Juice",,10.16,"yes","2 tsp"
4276,607,"Easy Salad Dressing","Salt",,2,"yes","to taste"
4277,607,"Easy Salad Dressing","Pepper Black",,2,"yes","to taste"
4278,608,"SWAP's Paneer Salad","Lettuce Iceberg",,18,"yes",
4279,608,"SWAP's Paneer Salad","Tomato",,50,"yes",
4280,608,"SWAP's Paneer Salad","Onions Red",,50,"yes",
4281,608,"SWAP's Paneer Salad","Capsicum Green",,50,"yes",
4282,608,"SWAP's Paneer Salad","Paneer",,50,"yes",
4283,608,"SWAP's Paneer Salad","Mayonnaise Chipotle",,20,"yes",
4284,609,"Mediterranean Vinaigrette","Olive Oil",,213,"yes","1/2 cup"
4285,609,"Mediterranean Vinaigrette","Lemon Juice",,63.1,"yes","1/4 cup"
4286,609,"Mediterranean Vinaigrette","Garlic",,3,"yes","1 clove"
4287,609,"Mediterranean Vinaigrette","Italian Seasoning",,1.83,"yes","1 tsp"
4288,609,"Mediterranean Vinaigrette","Salt",,2,"yes","to taste"
4289,609,"Mediterranean Vinaigrette","Pepper Black",,2,"yes","to taste"
4290,610,"Pumpkin Soup","Pumpkin",,250,"yes",
4291,610,"Pumpkin Soup","Onions Red",,100,"yes",
4292,610,"Pumpkin Soup","Garlic",,17,"yes","5 to 6 pods"
4293,610,"Pumpkin Soup","Vegetable Stock Cube",,6,"yes","1 cube"
4294,610,"Pumpkin Soup","Cream",,120,"yes","1/2 cup"
4295,610,"Pumpkin Soup","Salt",,2,"yes","to taste"
4296,610,"Pumpkin Soup","Pepper Black",,2,"yes","to taste"
4297,611,"Bombil Rava Fry","Bombil",,700,"yes",
4298,611,"Bombil Rava Fry","Turmeric Powder",,2.27,"yes","1 tsp"
4299,611,"Bombil Rava Fry","Lemon Juice",,40,"yes","1 lemon"
4300,611,"Bombil Rava Fry","Green Chilli",,135,"yes","3 chillies"
4301,611,"Bombil Rava Fry","Garlic",,37,"yes","7 to 8 cloves"
4302,611,"Bombil Rava Fry","Ginger",,7,"yes","1 inch piece"
4303,611,"Bombil Rava Fry","Olive Oil",,13.5,"yes",
4304,611,"Bombil Rava Fry","Semolina",,150,"yes","3/4 cup"
4305,611,"Bombil Rava Fry","White Rice Flour",,75,"yes","1/2 cup"
4306,611,"Bombil Rava Fry","Malvani Masala",,24,"yes","4 tbsp"
4307,611,"Bombil Rava Fry","Salt",,2,"yes","to taste"
4308,612,"Pallu Frosting","Cream Cheese",,192,"yes",
4309,612,"Pallu Frosting","Powdered Sugar",,35,"yes",
4310,612,"Pallu Frosting","Vanilla Extract",,2.1,"yes",
4311,613,"Nish Tadka Curd","Mustard Oil",,40,"yes",
4312,613,"Nish Tadka Curd","Mustard Seeds",,1,"yes",
4313,613,"Nish Tadka Curd","Curry Leaves",,1,"yes",
4314,613,"Nish Tadka Curd","Curd",,200,"yes",
4315,614,"Beef Gravy","Butter Salted",,42.6,"yes","3 tbsp"
4316,614,"Beef Gravy","Beef Broth",,958.4,"yes","4 cups"
4317,614,"Beef Gravy","Onion Powder",,6.9,"yes","3 tsp"
4318,614,"Beef Gravy","Garlic Powder",,2.8,"yes","1 tsp"
4319,614,"Beef Gravy","Beef Bouillon",,10,"yes","to taste"
4320,614,"Beef Gravy","Cornstarch",,40,"yes","4 tbsp"
4321,614,"Beef Gravy","Pepper Black",,2,"yes","to taste"
4322,615,"Beef Wellington","Beef Tenderloin",,1500,"yes",
4323,615,"Beef Wellington","Sunflower Oil",,28.38,"yes","2 tbsp"
4324,615,"Beef Wellington","Butter Salted",,45,"yes",
4325,615,"Beef Wellington","Onion Red",,150,"yes","1 small onion"
4326,615,"Beef Wellington","Mushrooms Button",,250,"yes",
4327,615,"Beef Wellington","Smoked Goose Liver Pate",,175,"yes",
4328,615,"Beef Wellington","Puff Pastry",,400,"yes",
4329,615,"Beef Wellington","Egg",,50,"yes","1 egg"
4330,615,"Beef Wellington","Beef Gravy",,1062.7,"yes",
4331,615,"Beef Wellington","Salt",,2,"yes","to taste"
4332,615,"Beef Wellington","Pepper Black",,2,"yes",
4333,616,"Paneer Fry","Vegetable Oil",,27.2,"yes",
4334,616,"Paneer Fry","Onions Red",,200,"yes",
4335,616,"Paneer Fry","Ginger Garlic Paste",,6.3,"yes",
4336,616,"Paneer Fry","Green Chilli",,15,"yes",
4337,616,"Paneer Fry","Tomato",,90,"yes",
4338,616,"Paneer Fry","Turmeric Powder",,0.57,"yes",
4339,616,"Paneer Fry","Black Pepper",,0.53,"yes",
4340,616,"Paneer Fry","Kashmiri Red Chilli Powder",,1.67,"yes",
4341,616,"Paneer Fry","Coriander Powder",,0.3,"yes",
4342,616,"Paneer Fry","Cumin Powder",,1.05,"yes",
4343,616,"Paneer Fry","Garam Masala",,1,"yes",
4344,616,"Paneer Fry","Paneer",,200,"yes",
4345,616,"Paneer Fry","Coriander Fresh",,2,"yes",
4346,616,"Paneer Fry","Salt",,6,"yes",
4347,617,"Ragu Sauce with Elbow Pasta","Elbow",,290,"yes",
4348,617,"Ragu Sauce with Elbow Pasta","Ragu Chunky Mushroom and Green Pepper Sauce",,537,"yes",
4349,618,"Nish's Palak Dal","Split Yellow Moong Dal",,150,"yes",
4350,618,"Nish's Palak Dal","Palak",,200,"yes",
4351,618,"Nish's Palak Dal","Tomato",,240,"yes",
4352,618,"Nish's Palak Dal","Garlic",,25,"yes",
4353,618,"Nish's Palak Dal","Methi Seeds",,0.3,"yes",
4354,618,"Nish's Palak Dal","Jeera",,1.05,"yes",
4355,618,"Nish's Palak Dal","Hing",,0.78,"yes",
4356,618,"Nish's Palak Dal","Kashmiri Red Chilli Powder",,3.33,"yes",
4357,618,"Nish's Palak Dal","Red Chilli",,5,"yes",
4358,618,"Nish's Palak Dal","Salt",,12,"yes",
4359,618,"Nish's Palak Dal","Coriander Fresh",,20,"yes",
4360,619,"Nish's Paneer Capsicum","Capsicum Green",,333,"yes",
4361,619,"Nish's Paneer Capsicum","Tomato",,512,"yes",
4362,619,"Nish's Paneer Capsicum","Paneer",,600,"yes",
4363,619,"Nish's Paneer Capsicum","Onions Red",,250,"yes",
4364,619,"Nish's Paneer Capsicum","Ginger Garlic Paste",,19,"yes",
4365,619,"Nish's Paneer Capsicum","Kashmiri Red Chilli Powder",,5,"yes",
4366,619,"Nish's Paneer Capsicum","Turmeric Powder",,1.15,"yes",
4367,619,"Nish's Paneer Capsicum","Salt",,9,"yes",
4368,619,"Nish's Paneer Capsicum","Jeera",,2.1,"yes",
4369,620,"Keya's Doughnuts 46g","All Purpose Flour",,460,"yes",
4370,620,"Keya's Doughnuts 46g","Salt",,12.16,"yes",
4371,620,"Keya's Doughnuts 46g","Sugar",,50,"yes",
4372,620,"Keya's Doughnuts 46g","Yeast",,9,"yes",
4373,620,"Keya's Doughnuts 46g","Butter Salted",,56.76,"yes",
4374,620,"Keya's Doughnuts 46g","Milk",,244,"yes",
4375,620,"Keya's Doughnuts 46g","Vanilla Extract",,12.6,"yes",
4376,621,"Keya's Glaze 5g","Sugar",,120,"yes",
