"id","recipe_num","product","ingredient","options","grams","included","weight_description"
4377,621,"Keya's Glaze 5g","Vanilla Extract",,3.15,"yes",
4378,622,"Nish Mushroom Garlic Pepper","Mushrooms Button",,415,"yes",
4379,622,"Nish Mushroom Garlic Pepper","Garlic Paste",,6.4,"yes",
4380,622,"Nish Mushroom Garlic Pepper","Butter Salted",,20,"yes",
4381,622,"Nish Mushroom Garlic Pepper","Pepper Black",,0.3,"yes",
4382,623,"Nish Zucchini Capsicum Stir Fry","Zucchini",,315,"yes",
4383,623,"Nish Zucchini Capsicum Stir Fry","Capsicum Green",,181,"yes",
4384,623,"Nish Zucchini Capsicum Stir Fry","Salt",,1.52,"yes",
4385,623,"Nish Zucchini Capsicum Stir Fry","Pepper Black",,0.2,"yes",
4386,624,"Nish Aglio Olio","Spaghetti Del Monte",,500,"yes",
4387,624,"Nish Aglio Olio","Olive Oil",,115,"yes",
4388,624,"Nish Aglio Olio","Garlic",,30,"yes",
4389,624,"Nish Aglio Olio","Salt",,7.6,"yes",
4390,624,"Nish Aglio Olio","Chilli Flakes",,5.4,"yes",
4391,625,"Nish Garlic Roasted Broccoli","Broccoli",,220,"yes",
4392,625,"Nish Garlic Roasted Broccoli","Ghee",,27.6,"yes",
4393,625,"Nish Garlic Roasted Broccoli","Garlic Paste",,6.4,"yes",
4394,625,"Nish Garlic Roasted Broccoli","Salt",,2,"yes",
4395,625,"Nish Garlic Roasted Broccoli","Pepper Black",,0.3,"yes",
4396,626,"Nish Lemon Pepper Capsicum","Capsicum",,387,"yes",
4397,626,"Nish Lemon Pepper Capsicum","Lime Juice",,15,"yes",
4398,626,"Nish Lemon Pepper Capsicum","Oregano Dried",,0.3,"yes",
4399,626,"Nish Lemon Pepper Capsicum","Salt",,2,"yes",
4400,626,"Nish Lemon Pepper Capsicum","Pepper Black",,0.3,"yes",
4401,626,"Nish Lemon Pepper Capsicum","Ghee",,6.9,"yes",
4402,627,"Nish Shallow Fried Paneer Plain","Paneer",,593,"yes",
4403,627,"Nish Shallow Fried Paneer Plain","Ghee",,35,"yes",
4404,628,"Nish Black Dal","Red Kidney Beans",,354,"yes",
4405,628,"Nish Black Dal","Rajma Dal",,46,"yes",
4406,628,"Nish Black Dal","Ghee",,27.6,"yes",
4407,628,"Nish Black Dal","Garlic",,15,"yes",
4408,628,"Nish Black Dal","Tomato",,404,"yes",
4409,628,"Nish Black Dal","Ginger Garlic Paste",,6.3,"yes",
4410,628,"Nish Black Dal","Garam Masala",,2,"yes",
4411,628,"Nish Black Dal","Dhania",,1.8,"yes",
4412,628,"Nish Black Dal","Kashmiri Red Chilli Powder",,5,"yes",
4413,628,"Nish Black Dal","Green Chilli",,12,"yes",
4414,628,"Nish Black Dal","Kasuri Methi",,10,"yes",
4415,628,"Nish Black Dal","Salt",,18.24,"yes",
4416,629,"Nish Garlic Roast Chicken Mince","Chicken Mince",,484,"yes",
4417,629,"Nish Garlic Roast Chicken Mince","Salt",,6,"yes",
4418,629,"Nish Garlic Roast Chicken Mince","Pepper Black",,0.6,"yes",
4419,629,"Nish Garlic Roast Chicken Mince","Garlic Paste",,19.2,"yes",
4420,629,"Nish Garlic Roast Chicken Mince","Ghee",,4,"yes",
4421,630,"Nish Bhindi Subji","Bhindi",,1452,"yes",
4422,630,"Nish Bhindi Subji","Onions Red",,100,"yes",
4423,630,"Nish Bhindi Subji","Ghee",,20,"yes",
4424,630,"Nish Bhindi Subji","Hing",,1.55,"yes",
4425,630,"Nish Bhindi Subji","Kashmiri Red Chilli Powder",,6.67,"yes",
4426,630,"Nish Bhindi Subji","Turmeric Powder",,4.5,"yes",
4427,630,"Nish Bhindi Subji","Salt",,18.24,"yes",
4428,630,"Nish Bhindi Subji","Coriander Powder",,2.4,"yes",
4429,630,"Nish Bhindi Subji","Mustard Seeds",,3.18,"yes",
4430,630,"Nish Bhindi Subji","Jeera",,2.1,"yes",
4431,631,"Nish Dondakaya Subji","Dondakaya",,626,"yes",
4432,631,"Nish Dondakaya Subji","Onions Red",,62,"yes",
4433,631,"Nish Dondakaya Subji","Ghee",,20,"yes",
4434,631,"Nish Dondakaya Subji","Hing",,0.8,"yes",
4435,631,"Nish Dondakaya Subji","Kashmiri Red Chilli Powder",,6.67,"yes",
4436,631,"Nish Dondakaya Subji","Turmeric Powder",,4.5,"yes",
4437,631,"Nish Dondakaya Subji","Salt",,12.16,"yes",
4438,631,"Nish Dondakaya Subji","Coriander Powder",,1.5,"yes",
4439,631,"Nish Dondakaya Subji","Mustard Seeds",,3.18,"yes",
4440,631,"Nish Dondakaya Subji","Jeera",,2.1,"yes",
4441,632,"Keto Chicken Karahi Extra Gravy","Ghee",,70,"yes",
4442,632,"Keto Chicken Karahi Extra Gravy","Chicken Thigh Boneless Skinless",,1200,"yes",
4443,632,"Keto Chicken Karahi Extra Gravy","Chicken Breast",,600,"yes",
4444,632,"Keto Chicken Karahi Extra Gravy","Ginger Garlic Paste",,19,"yes",
4445,632,"Keto Chicken Karahi Extra Gravy","Tomato",,1800,"yes",
4446,632,"Keto Chicken Karahi Extra Gravy","Cumin Ground",,6.3,"yes",
4447,632,"Keto Chicken Karahi Extra Gravy","Coriander Dried",,1.8,"yes",
4448,632,"Keto Chicken Karahi Extra Gravy","Kashmiri Red Chilli Powder",,20,"yes",
4449,632,"Keto Chicken Karahi Extra Gravy","Turmeric Powder",,3.4,"yes",
4450,632,"Keto Chicken Karahi Extra Gravy","Garam Masala",,6,"yes",
4451,632,"Keto Chicken Karahi Extra Gravy","Chilli Green",,25,"yes",
4452,632,"Keto Chicken Karahi Extra Gravy","Kasoori Methi",,2,"yes",
4453,632,"Keto Chicken Karahi Extra Gravy","Greek Yoghurt",,180,"yes",
4454,632,"Keto Chicken Karahi Extra Gravy","Cilantro Fresh",,2,"yes",
4455,632,"Keto Chicken Karahi Extra Gravy","Salt",,12.16,"yes",
4456,632,"Keto Chicken Karahi Extra Gravy","Pepper Black",,6.4,"yes",
4457,633,"Nish's Yellow Dal","Split Yellow Moong Dal",,150,"yes",
4458,633,"Nish's Yellow Dal","Tomato",,240,"yes",
4459,633,"Nish's Yellow Dal","Garlic",,25,"yes",
4460,633,"Nish's Yellow Dal","Methi Seeds",,0.3,"yes",
4461,633,"Nish's Yellow Dal","Jeera",,1.05,"yes",
4462,633,"Nish's Yellow Dal","Hing",,0.78,"yes",
4463,633,"Nish's Yellow Dal","Kashmiri Red Chilli Powder",,3.33,"yes",
4464,633,"Nish's Yellow Dal","Red Chilli",,5,"yes",
4465,633,"Nish's Yellow Dal","Salt",,12,"yes",
4466,633,"Nish's Yellow Dal","Coriander Fresh",,20,"yes",
4467,634,"Andy Iced Coffee","Coffee Powder",,4,"yes",
4468,634,"Andy Iced Coffee","Milk",,450,"yes",
4469,634,"Andy Iced Coffee","Brown Sugar",,16,"yes",
4470,634,"Andy Iced Coffee","Ice",,200,"yes",
4471,635,"Gourmet Jar Pasta Sauce","The Gourmet Jar – Basil Pasta Sauce",,585,"yes",
4472,635,"Gourmet Jar Pasta Sauce","Tomato",,264,"yes",
4473,635,"Gourmet Jar Pasta Sauce","Cheddar",,35,"yes",
4474,635,"Gourmet Jar Pasta Sauce","Milk",,30,"yes",
4475,635,"Gourmet Jar Pasta Sauce","Tomato Paste",,40,"yes",
4476,636,"Mix Roasted Vegetables","Cauliflower",,290,"yes",
4477,636,"Mix Roasted Vegetables","Broccoli",,295,"yes",
4478,636,"Mix Roasted Vegetables","Mushrooms Button",,426,"yes",
4479,636,"Mix Roasted Vegetables","Capsicum",,286,"yes",
4480,636,"Mix Roasted Vegetables","Carrot",,186,"yes",
4481,636,"Mix Roasted Vegetables","Salt",,6,"yes",
4482,636,"Mix Roasted Vegetables","Pepper Black",,1.5,"yes",
4483,636,"Mix Roasted Vegetables","Olive Oil",,9,"yes",
4484,637,"Roasted Potatoes","Potato",,478,"yes",
4485,637,"Roasted Potatoes","Salt",,3,"yes",
4486,637,"Roasted Potatoes","Pepper Black",,1.5,"yes",
4487,637,"Roasted Potatoes","Olive Oil",,4.5,"yes",
4488,638,"Nish Cabbage Thoran","Cabbage Green",,560,"yes",
4489,638,"Nish Cabbage Thoran","Onions",,100,"yes",
4490,638,"Nish Cabbage Thoran","Coconut",,97,"yes",
4491,638,"Nish Cabbage Thoran","Coconut Powder",,20,"yes",
4492,638,"Nish Cabbage Thoran","Dried Red Chilli",,0.1,"yes",
4493,638,"Nish Cabbage Thoran","Garlic",,20,"yes",
4494,638,"Nish Cabbage Thoran","Coconut Oil",,54.52,"yes",
4495,638,"Nish Cabbage Thoran","Mustard Seeds",,1.12,"yes",
4496,638,"Nish Cabbage Thoran","Salt",,13,"yes",
4497,638,"Nish Cabbage Thoran","Chilli Green",,10,"yes",
4498,639,"Nish Kadi","Curd",,842,"yes",
4499,639,"Nish Kadi","Onions",,100,"yes",
4500,639,"Nish Kadi","Chilli Green",,7,"yes",
4501,639,"Nish Kadi","Besan",,3.9,"yes",
4502,639,"Nish Kadi","Ghee",,13.8,"yes",
4503,639,"Nish Kadi","Kashmiri Red Chilli Powder",,1.67,"yes",
4504,639,"Nish Kadi","Turmeric Powder",,1.13,"yes",
4505,639,"Nish Kadi","Kasoori Methi",,0.6,"yes",
4506,639,"Nish Kadi","Coriander Seeds",,1.67,"yes",
4507,639,"Nish Kadi","Salt",,10,"yes",
4508,640,"Nish Aloo Beans","Potatoes",,344,"yes",
4509,640,"Nish Aloo Beans","Green Beans",,389,"yes",
4510,640,"Nish Aloo Beans","Onions",,127,"yes",
4511,640,"Nish Aloo Beans","Coconut Oil",,45,"yes",
4512,640,"Nish Aloo Beans","Kashmiri Red Chilli Powder",,8.33,"yes",
4513,640,"Nish Aloo Beans","Turmeric Powder",,1.13,"yes",
4514,640,"Nish Aloo Beans","Salt",,12.16,"yes",
4515,640,"Nish Aloo Beans","Coriander Powder",,1.5,"yes",
4516,640,"Nish Aloo Beans","Jeera",,2.1,"yes",
4517,640,"Nish Aloo Beans","Mustard Seeds",,3.18,"yes",
4518,640,"Nish Aloo Beans","Hing",,1.55,"yes",
4519,641,"Nish Garlic Beans","Green Beans",,406,"yes",
4520,641,"Nish Garlic Beans","Garlic",,63,"yes",
4521,641,"Nish Garlic Beans","Mustard Oil",,20,"yes",
4522,641,"Nish Garlic Beans","Dried Red Chilli",,3,"yes",
4523,641,"Nish Garlic Beans","Salt",,6,"yes",
4524,642,"Keya Oatmeal Chocolate Cookies 40g","Rolled Oats True Elements",,160,"yes",
4525,642,"Keya Oatmeal Chocolate Cookies 40g","Baking Soda",,3,"yes",
4526,642,"Keya Oatmeal Chocolate Cookies 40g","Salt",,5,"yes",
4527,642,"Keya Oatmeal Chocolate Cookies 40g","Butter Unsalted",,113,"yes",
4528,642,"Keya Oatmeal Chocolate Cookies 40g","Sugar",,65,"yes",
4529,642,"Keya Oatmeal Chocolate Cookies 40g","Brown Sugar",,140,"yes",
4530,642,"Keya Oatmeal Chocolate Cookies 40g","Vanilla Extract",,8.8,"yes",
4531,642,"Keya Oatmeal Chocolate Cookies 40g","Egg",,50,"yes",
4532,642,"Keya Oatmeal Chocolate Cookies 40g","Rolled Oats True Elements",,135,"yes",
4533,642,"Keya Oatmeal Chocolate Cookies 40g","Dark Chocolate",,150,"yes",
4534,643,"Nish's Palak Pasta Sauce","Palak",,1000,"yes",
4535,643,"Nish's Palak Pasta Sauce","Onions",,100,"yes",
4536,643,"Nish's Palak Pasta Sauce","Garlic",,20,"yes",
4537,643,"Nish's Palak Pasta Sauce","Garlic Butter",,30,"yes",
4538,643,"Nish's Palak Pasta Sauce","Gourmet Jar Pasta Sauce",,195,"yes",
4539,643,"Nish's Palak Pasta Sauce","The Gourmet Jar – Basil Pasta Sauce",,125,"yes",
4540,643,"Nish's Palak Pasta Sauce","Milk",,80,"yes",
4541,643,"Nish's Palak Pasta Sauce","Oregano Dried",,2,"yes",
4542,643,"Nish's Palak Pasta Sauce","Italian Seasoning",,2,"yes",
4543,643,"Nish's Palak Pasta Sauce","Cheddar",,40,"yes",
4544,643,"Nish's Palak Pasta Sauce","Salt",,6,"yes",
4545,643,"Nish's Palak Pasta Sauce","Pepper Black",,2,"yes",
4546,644,"Keya Oatmeal Raisin Cookies 24g","Rolled Oats True Elements",,160,"yes",
4547,644,"Keya Oatmeal Raisin Cookies 24g","Baking Soda",,3,"yes",
4548,644,"Keya Oatmeal Raisin Cookies 24g","Salt",,5,"yes",
4549,644,"Keya Oatmeal Raisin Cookies 24g","Butter Unsalted",,113,"yes",
4550,644,"Keya Oatmeal Raisin Cookies 24g","Sugar",,65,"yes",
4551,644,"Keya Oatmeal Raisin Cookies 24g","Brown Sugar",,140,"yes",
4552,644,"Keya Oatmeal Raisin Cookies 24g","Vanilla Extract",,8.8,"yes",
4553,644,"Keya Oatmeal Raisin Cookies 24g","Egg",,50,"yes",
4554,644,"Keya Oatmeal Raisin Cookies 24g","Rolled Oats True Elements",,135,"yes",
4555,644,"Keya Oatmeal Raisin Cookies 24g","Raisins",,130,"yes",
4556,645,"Nish Kerala Mutton Stew","Lean Mutton",,1500,"yes",
4557,645,"Nish Kerala Mutton Stew","Potato",,378,"yes",
4558,645,"Nish Kerala Mutton Stew","Chilli Green",,20,"yes",
4559,645,"Nish Kerala Mutton Stew","Cauliflower",,285,"yes",
4560,645,"Nish Kerala Mutton Stew","Carrots",,100,"yes",
4561,645,"Nish Kerala Mutton Stew","Green Beans",,100,"yes",
4562,645,"Nish Kerala Mutton Stew","Onions Red",,318,"yes",
4563,645,"Nish Kerala Mutton Stew","Cardamom Pod",,1.5,"yes",
4564,645,"Nish Kerala Mutton Stew","Cinnamon Stick",,1,"yes",
4565,645,"Nish Kerala Mutton Stew","Cloves Fresh",,2,"yes",
4566,645,"Nish Kerala Mutton Stew","Coconut Oil",,68,"yes",
4567,645,"Nish Kerala Mutton Stew","Ginger Garlic Paste",,38,"yes",
4568,645,"Nish Kerala Mutton Stew","Coconut Milk Pantai",,771.2,"yes",
4569,645,"Nish Kerala Mutton Stew","Salt",,30,"yes",
4570,645,"Nish Kerala Mutton Stew","Pepper Black",,4.2,"yes",
4571,645,"Nish Kerala Mutton Stew","Peppercorns",,2,"yes",
4572,645,"Nish Kerala Mutton Stew","Dhania",,2.4,"yes",
4573,646,"Roasted Cabbage","Cabbage Green",,450,"yes",
4574,646,"Roasted Cabbage","Olive Oil",,6.75,"yes",
4575,646,"Roasted Cabbage","Salt",,2,"yes",
4576,646,"Roasted Cabbage","Pepper Black",,2,"yes",
4577,647,"Nish Spaghetti Salad","Spaghetti",,400,"yes",
4578,647,"Nish Spaghetti Salad","Capsicum",,1500,"yes",
4579,647,"Nish Spaghetti Salad","Olive Oil",,66.5,"yes",
4580,647,"Nish Spaghetti Salad","Vinegar",,90,"yes",
4581,647,"Nish Spaghetti Salad","Oregano Dried",,1,"yes",
4582,647,"Nish Spaghetti Salad","Olive Green",,40,"yes",
4583,647,"Nish Spaghetti Salad","Ham",,300,"yes",
4584,647,"Nish Spaghetti Salad","Salt",,6,"yes",
4585,647,"Nish Spaghetti Salad","Pepper Black",,2,"yes",
4586,648,"Nish Sauteed Mushrooms","Mushrooms Button",,800,"yes",
4587,648,"Nish Sauteed Mushrooms","Butter Salted",,40,"yes",
4588,648,"Nish Sauteed Mushrooms","Garlic",,50,"yes",
4589,648,"Nish Sauteed Mushrooms","Salt",,6,"yes",
4590,648,"Nish Sauteed Mushrooms","Pepper Black",,2,"yes",
4591,649,"Nish Sauteed Brocolli","Broccoli",,800,"yes",
4592,649,"Nish Sauteed Brocolli","Butter Salted",,40,"yes",
4593,649,"Nish Sauteed Brocolli","Garlic",,50,"yes",
4594,649,"Nish Sauteed Brocolli","Salt",,6,"yes",
4595,649,"Nish Sauteed Brocolli","Pepper Black",,2,"yes",
4596,650,"Nish Lemon Cream Sauce","Cream",,1600,"yes",
4597,650,"Nish Lemon Cream Sauce","Butter Salted",,100,"yes",
4598,650,"Nish Lemon Cream Sauce","Lime Juice",,45,"yes",
4599,650,"Nish Lemon Cream Sauce","Oregano Dried",,1,"yes",
4600,650,"Nish Lemon Cream Sauce","Salt",,6,"yes",
4601,650,"Nish Lemon Cream Sauce","Pepper Black",,2,"yes",
4602,651,"Nish Sauteed Brocolli and Mushrooms","Mushrooms Button",,800,"yes",
4603,651,"Nish Sauteed Brocolli and Mushrooms","Broccoli",,800,"yes",
4604,651,"Nish Sauteed Brocolli and Mushrooms","Butter Salted",,80,"yes",
4605,651,"Nish Sauteed Brocolli and Mushrooms","Garlic",,100,"yes",
4606,651,"Nish Sauteed Brocolli and Mushrooms","Salt",,12,"yes",
4607,651,"Nish Sauteed Brocolli and Mushrooms","Pepper Black",,4,"yes",
4608,652,"Keya Indian Marinade","Curd",,220,"yes",
4609,652,"Keya Indian Marinade","Mint Fresh",,10,"yes",
4610,652,"Keya Indian Marinade","Kashmiri Red Chilli Powder",,3,"yes",
4611,652,"Keya Indian Marinade","Coriander Powder",,0.6,"yes",
4612,652,"Keya Indian Marinade","Sea Salt",,6,"yes",
4613,652,"Keya Indian Marinade","Black Pepper",,1.1,"yes",
4614,652,"Keya Indian Marinade","Garlic Paste",,15,"yes",
4615,653,"Roasted Beetroot Salad","Beetroot",,550,"yes",
4616,653,"Roasted Beetroot Salad","Arugula Lettuce",,100,"yes",
4617,653,"Roasted Beetroot Salad","Goat Cheese",,100,"yes",
4618,653,"Roasted Beetroot Salad","Feta","Can use instead of Goat Cheese",100,"no",
4619,653,"Roasted Beetroot Salad","Walnuts",,80,"yes",
4620,653,"Roasted Beetroot Salad","Thyme",,1,"yes",
4621,653,"Roasted Beetroot Salad","Olive Oil",,27,"yes",
4622,653,"Roasted Beetroot Salad","Salt",,3,"yes",
4623,654,"Roasted Beetroot Salad Dressing","Olive Oil",,81,"yes",
4624,654,"Roasted Beetroot Salad Dressing","Balsamic Vinegar",,48,"yes",
4625,654,"Roasted Beetroot Salad Dressing","Apple Cider Vinegar","Can use instead of Balsamic Vinegar",48,"no",
4626,654,"Roasted Beetroot Salad Dressing","Garlic Powder",,12.6,"yes",
4627,654,"Roasted Beetroot Salad Dressing","Orange Zest",,7,"yes",
4628,654,"Roasted Beetroot Salad Dressing","Orange Juice",,31.5,"yes",
4629,654,"Roasted Beetroot Salad Dressing","Dijon Mustard",,7.5,"yes",
4630,654,"Roasted Beetroot Salad Dressing","Salt",,3,"yes",
4631,655,"Bulletproof Coffee Ghee","Coffee Powder",,1,"yes",
4632,655,"Bulletproof Coffee Ghee","Ghee",,14,"yes",
4633,655,"Bulletproof Coffee Ghee","MCT Oil","Can use instead of Ghee",14,"no",
4634,656,"Chicken Curry Dhaba Style","Chicken Curry Cut",,2000,"yes",
4635,656,"Chicken Curry Dhaba Style","Ghee",,110.4,"yes",
4636,656,"Chicken Curry Dhaba Style","Cinnamon Stick",,4,"yes",
4637,656,"Chicken Curry Dhaba Style","Cloves",,2,"yes",
4638,656,"Chicken Curry Dhaba Style","Cardamom Pod",,0.4,"yes",
4639,656,"Chicken Curry Dhaba Style","Onions",,720,"yes",
4640,656,"Chicken Curry Dhaba Style","Ginger Garlic Paste",,12,"yes",
4641,656,"Chicken Curry Dhaba Style","Kashmiri Red Chilli Powder",,13.3,"yes",
4642,656,"Chicken Curry Dhaba Style","Turmeric Powder",,2.4,"yes",
4643,656,"Chicken Curry Dhaba Style","Tomato",,2000,"yes",
4644,656,"Chicken Curry Dhaba Style","Coriander",,8,"yes",
4645,656,"Chicken Curry Dhaba Style","Black Pepper",,2.2,"yes",
4646,656,"Chicken Curry Dhaba Style","Coriander Powder",,1.2,"yes",
4647,656,"Chicken Curry Dhaba Style","Sea Salt",,,"yes",
4648,657,"Bone Broth Mushroom Soup","Beef Broth",,1200,"yes",
4649,657,"Bone Broth Mushroom Soup","Mushrooms Button",,700,"yes",
4650,657,"Bone Broth Mushroom Soup","Dill",,0.5,"yes",
4651,657,"Bone Broth Mushroom Soup","Salt",,9,"yes",
4652,657,"Bone Broth Mushroom Soup","Black Pepper",,2,"yes",
4653,658,"Bulletproof Coffee Coconut Cream","Coffee Powder",,1,"yes",
4654,658,"Bulletproof Coffee Coconut Cream","Coconut Cream HandS",,50,"yes",
4655,659,"Home Made Vinaigrette","Orange Zest",,2,"yes",
4656,659,"Home Made Vinaigrette","Balsamic Vinegar",,63.76,"yes",
4657,659,"Home Made Vinaigrette","Olive Oil",,54,"yes",
4658,659,"Home Made Vinaigrette","Orange Juice",,60,"yes",
4659,659,"Home Made Vinaigrette","Garlic",,5,"yes",
4660,659,"Home Made Vinaigrette","Sea Salt",,3,"yes",
4661,659,"Home Made Vinaigrette","Black Pepper",,1,"yes",
4662,660,"Lettuce Salad","Arugula Lettuce",,68,"yes",
4663,660,"Lettuce Salad","Bean Sprouts",,68,"yes",
4664,660,"Lettuce Salad","Romaine Lettuce",,59,"yes",
4665,660,"Lettuce Salad","Lollo Rosso",,100,"yes",
4666,660,"Lettuce Salad","Coral Green Lettuce",,53,"yes",
4667,661,"Lettuce Salad with Home Made Vinaigrette","Home Made Vinaigrette",,188.76,"yes",
4668,661,"Lettuce Salad with Home Made Vinaigrette","Lettuce Salad",,348,"yes",
4669,662,"Nish's Cabbage and Carrots Fry","Onions Red",,133,"yes",
4670,662,"Nish's Cabbage and Carrots Fry","Ginger Garlic Paste",,6.3,"yes",
4671,662,"Nish's Cabbage and Carrots Fry","Tomato",,142,"yes",
4672,662,"Nish's Cabbage and Carrots Fry","Carrot",,491,"yes",
4673,662,"Nish's Cabbage and Carrots Fry","Cabbage Green",,485,"yes",
4674,662,"Nish's Cabbage and Carrots Fry","Turmeric Powder",,1.1,"yes",
4675,662,"Nish's Cabbage and Carrots Fry","Kashmiri Red Chilli Powder",,1.5,"yes",
4676,662,"Nish's Cabbage and Carrots Fry","Coriander Powder",,1.2,"yes",
4677,662,"Nish's Cabbage and Carrots Fry","Ghee",,14,"yes",
4678,663,"Simple Salad Dressing","White Wine Vinegar",,30,"yes",
4679,663,"Simple Salad Dressing","Olive Oil",,27,"yes",
4680,663,"Simple Salad Dressing","Oregano Dried",,0.3,"yes",
4681,663,"Simple Salad Dressing","Salt",,1.5,"yes",
4682,663,"Simple Salad Dressing","Black Pepper",,1,"yes",
4683,664,"Sadhya","Plantain Chips",,10,"yes",
4684,664,"Sadhya","Sharkara Upperi",,15,"yes",
4685,664,"Sadhya","Banana Ethakka",,40,"yes",
4686,664,"Sadhya","Cabbage Thoran",,60,"yes",
4687,664,"Sadhya","Inji Puli",,20,"yes",
4688,664,"Sadhya","Karela Pickle",,6,"yes",
4689,664,"Sadhya","Pineapple Patchadi",,40,"yes",
4690,664,"Sadhya","Bhindi Kitchadi",,60,"yes",
4691,664,"Sadhya","Kootu Curry",,80,"yes",
4692,664,"Sadhya","Aviyal FULL Homemade",,60,"yes",
4693,664,"Sadhya","Olan Curry",,40,"yes",
4694,664,"Sadhya","Red Rice",,100,"yes",
4695,664,"Sadhya","Moong Dal",,100,"yes",
4696,664,"Sadhya","Ghee",,14,"yes",
4697,664,"Sadhya","Papad",,10,"yes",
4698,664,"Sadhya","Sambar Homemade",,80,"yes",
4699,664,"Sadhya","Kalan Curry",,80,"yes",
4700,664,"Sadhya","Rasam",,80,"yes",
4701,664,"Sadhya","Rice Pudding",,100,"yes",
4702,664,"Sadhya","Ada Pradhaman",,100,"yes",
4703,664,"Sadhya","Buttermilk",,100,"yes",
4704,665,"DETOX Soup 6 servings","Cabbage Green",,178,"yes",
4705,665,"DETOX Soup 6 servings","Broccoli",,178,"yes",
4706,665,"DETOX Soup 6 servings","Cauliflower",,178,"yes",
4707,665,"DETOX Soup 6 servings","Brussels Sprouts",,,"yes",
4708,665,"DETOX Soup 6 servings","Moong Bean Sprouts",,208,"yes",
4709,665,"DETOX Soup 6 servings","Fennel Seeds",,4,"yes",
4710,665,"DETOX Soup 6 servings","Mustard Seeds",,4.24,"yes",
4711,665,"DETOX Soup 6 servings","Cumin Seeds",,4.2,"yes",
4712,665,"DETOX Soup 6 servings","Turmeric Ground",,4,"yes",
4713,665,"DETOX Soup 6 servings","Coriander Powder",,1.2,"yes",
4714,665,"DETOX Soup 6 servings","Ground Ginger",,3.6,"yes",
4715,665,"DETOX Soup 6 servings","Garlic Powder",,5.6,"yes",
4716,665,"DETOX Soup 6 servings","Garlic",,40,"yes",
4717,665,"DETOX Soup 6 servings","Sea Salt",,24,"yes",
4718,665,"DETOX Soup 6 servings","Coconut Oil",,54,"yes",
4719,665,"DETOX Soup 6 servings","Onion Red",,340,"yes",
4720,666,"DETOX Soup Day 7 for 2 servings","Cabbage Green",,89,"yes",
4721,666,"DETOX Soup Day 7 for 2 servings","Broccoli",,178,"yes",
4722,666,"DETOX Soup Day 7 for 2 servings","Brussels Sprouts",,88,"yes",
4723,666,"DETOX Soup Day 7 for 2 servings","Onion Red",,85,"yes",
4724,666,"DETOX Soup Day 7 for 2 servings","Garlic",,10,"yes",
4725,666,"DETOX Soup Day 7 for 2 servings","Moong Bean Sprouts",,26,"yes",
4726,666,"DETOX Soup Day 7 for 2 servings","Coconut Oil",,27,"yes",
4727,666,"DETOX Soup Day 7 for 2 servings","Fennel Seeds",,4,"yes",
4728,666,"DETOX Soup Day 7 for 2 servings","Mustard Seeds",,4.24,"yes",
4729,666,"DETOX Soup Day 7 for 2 servings","Cumin Seeds",,4.2,"yes",
4730,666,"DETOX Soup Day 7 for 2 servings","Turmeric Ground",,4,"yes",
